user_id,age,income_level,employment_type,credit_score_proxy,previous_loan_history,mobile_access,internet_availability,financial_literacy_score,loan_eligibility_flag
7008,43,Low,Self-employed,25,0,0,1,7,0
7009,33,Medium,Self-employed,2,0,1,1,8,0
7010,45,Low,Salaried,76,1,1,0,6,0
7011,18,Low,Self-employed,37,0,1,0,8,0
7012,53,Low,Daily wage,91,0,0,1,9,0
7013,27,Medium,Self-employed,13,0,1,1,3,0
7014,60,Low,Self-employed,0,1,0,1,8,0
7015,34,Low,Daily wage,91,1,1,1,8,0
7016,40,Medium,Farmer,99,0,1,1,1,0
7017,24,Low,Daily wage,10,1,1,0,8,0
7018,61,Low,Daily wage,39,1,1,1,2,0
7019,24,Low,Salaried,3,0,0,1,6,0
7020,61,Medium,Salaried,33,1,0,0,2,0
7021,32,Medium,Salaried,64,1,0,1,4,0
7022,51,Medium,Farmer,55,0,0,1,1,0
7023,63,High,Self-employed,9,1,0,1,9,0
7024,62,High,Salaried,80,1,1,0,9,1
7025,21,Medium,Daily wage,70,1,1,1,2,0
7026,31,Low,Salaried,63,1,1,0,9,0
7027,31,Medium,Daily wage,12,1,0,0,3,0
7028,33,Low,Farmer,21,0,0,0,9,0
7029,24,High,Salaried,55,0,1,1,5,0
7030,49,Medium,Daily wage,64,1,0,1,5,0
7031,36,Low,Self-employed,91,0,1,1,2,0
7032,19,Low,Farmer,96,0,1,1,2,0
7033,27,Low,Daily wage,12,0,1,0,8,0
7034,34,Low,Self-employed,0,0,0,0,9,0
7035,54,Low,Self-employed,37,1,0,1,1,0
7036,29,Low,Daily wage,57,1,0,1,3,0
7037,23,Low,Salaried,24,1,0,1,4,0
7038,39,Medium,Self-employed,41,0,1,0,7,0
7039,49,Low,Farmer,84,1,1,1,7,0
7040,58,Low,Self-employed,32,0,1,0,5,0
7041,37,Low,Salaried,56,1,0,1,1,0
7042,18,Medium,Farmer,36,1,0,1,9,0
7043,64,Low,Farmer,56,0,0,0,9,0
7044,23,Low,Farmer,97,1,1,0,0,0
7045,36,Low,Daily wage,61,0,0,0,6,0
7046,35,Low,Self-employed,2,1,0,0,9,0
7047,23,Low,Salaried,29,0,0,0,0,0
7048,62,Low,Daily wage,66,0,1,1,2,0
7049,50,Low,Daily wage,62,0,1,1,8,0
7050,40,Medium,Farmer,81,1,1,0,5,0
7051,40,Medium,Daily wage,22,1,1,1,7,0
7052,43,Low,Self-employed,71,0,0,0,8,0
7053,30,Medium,Daily wage,72,0,1,0,6,1
7054,24,Low,Daily wage,65,0,0,1,7,0
7055,32,Low,Farmer,60,1,1,1,3,0
7056,61,Low,Farmer,1,0,1,0,4,0
7057,44,Low,Daily wage,26,1,1,0,6,0
7058,43,Low,Farmer,47,1,0,1,8,0
7059,50,Medium,Salaried,62,1,1,1,7,1
7060,32,Medium,Salaried,99,0,1,1,6,1
7061,53,Low,Salaried,4,1,0,0,3,0
7062,62,Low,Daily wage,0,0,0,0,0,0
7063,44,Low,Self-employed,21,0,1,0,0,0
7064,22,Low,Self-employed,73,1,0,0,4,0
7065,19,Low,Farmer,23,1,1,0,6,0
7066,50,High,Self-employed,58,0,1,0,7,1
7067,33,Low,Self-employed,78,1,0,1,6,0
7068,40,Medium,Daily wage,96,1,1,1,3,0
7069,55,Low,Farmer,49,1,0,1,6,0
7070,33,Medium,Self-employed,22,1,1,1,5,0
7071,31,Medium,Salaried,77,0,1,0,7,1
7072,46,Medium,Farmer,17,1,1,1,8,0
7073,43,High,Farmer,88,1,1,0,0,0
7074,52,Low,Farmer,21,1,0,0,1,0
7075,32,Low,Salaried,43,1,0,1,7,0
7076,20,Medium,Self-employed,43,1,1,1,6,0
7077,40,Low,Salaried,36,1,0,0,6,0
7078,46,Medium,Farmer,6,1,0,1,2,0
7079,51,Low,Farmer,89,1,1,0,6,0
7080,50,Low,Daily wage,23,1,1,1,3,0
7081,58,Low,Daily wage,76,0,1,1,9,0
7082,58,Medium,Daily wage,40,0,0,0,9,0
7083,40,High,Daily wage,69,1,1,1,1,0
7084,24,Low,Farmer,84,1,1,0,0,0
7085,20,Low,Salaried,70,0,1,0,7,0
7086,49,Medium,Daily wage,17,0,0,1,4,0
7087,48,Medium,Salaried,78,1,0,0,9,1
7088,35,Low,Daily wage,71,0,0,1,3,0
7089,60,Medium,Self-employed,59,0,1,1,8,1
7090,24,Low,Daily wage,51,0,0,1,4,0
7091,58,Low,Salaried,79,0,0,1,9,0
7092,18,Low,Daily wage,48,0,1,0,1,0
7093,31,Medium,Self-employed,66,0,1,0,8,1
7094,49,Medium,Salaried,44,0,0,1,9,0
7095,23,Medium,Salaried,8,0,0,1,6,0
7096,56,Medium,Salaried,25,1,0,0,8,0
7097,27,Low,Farmer,25,0,0,0,4,0
7098,24,Medium,Salaried,29,1,1,1,6,0
7099,43,Low,Farmer,26,0,1,1,7,0
7100,51,Medium,Self-employed,79,1,0,1,3,0
7101,47,Low,Salaried,3,1,1,1,7,0
7102,53,Medium,Salaried,50,1,1,0,6,0
7103,38,Medium,Salaried,82,1,0,1,2,0
7104,34,Medium,Self-employed,97,0,0,1,7,1
7105,50,Medium,Farmer,69,1,0,1,3,0
7106,27,Low,Daily wage,78,0,1,0,1,0
7107,64,Medium,Self-employed,9,1,0,1,8,0
7108,59,Low,Self-employed,35,0,0,0,7,0
7109,29,High,Self-employed,45,1,1,1,3,0
7110,33,Medium,Farmer,5,0,0,1,2,0
7111,58,Low,Farmer,69,0,1,0,2,0
7112,49,Medium,Farmer,78,1,0,1,5,0
7113,32,Low,Farmer,92,0,1,1,1,0
7114,44,High,Farmer,88,0,1,0,2,0
7115,45,Medium,Salaried,82,1,0,0,0,0
7116,34,Low,Daily wage,77,0,0,0,9,0
7117,63,Low,Daily wage,2,1,0,0,4,0
7118,19,Low,Farmer,49,1,0,1,2,0
7119,53,Medium,Farmer,41,0,0,1,6,0
7120,24,Medium,Salaried,77,1,1,0,8,1
7121,30,Low,Farmer,53,1,0,1,4,0
7122,32,Medium,Salaried,38,0,0,1,1,0
7123,42,Low,Salaried,84,0,0,1,1,0
7124,40,Low,Self-employed,54,0,1,1,3,0
7125,39,Low,Self-employed,10,1,0,1,9,0
7126,43,Low,Farmer,73,1,1,1,8,0
7127,50,Low,Salaried,78,0,1,1,1,0
7128,28,Low,Farmer,29,0,0,0,4,0
7129,27,Low,Self-employed,80,0,0,1,6,0
7130,42,Medium,Self-employed,55,0,1,0,9,1
7131,54,Low,Self-employed,28,0,1,1,3,0
7132,60,Low,Self-employed,16,0,1,1,6,0
7133,55,Low,Self-employed,32,0,1,0,6,0
7134,58,Low,Farmer,20,0,1,0,1,0
7135,62,Low,Farmer,77,0,0,0,1,0
7136,41,Low,Self-employed,9,0,1,0,1,0
7137,57,Medium,Farmer,86,1,1,0,8,1
7138,63,Medium,Self-employed,38,1,1,0,0,0
7139,50,Low,Self-employed,77,1,1,1,5,0
7140,34,Low,Self-employed,46,0,1,1,6,0
7141,41,Low,Farmer,85,0,0,0,8,0
7142,54,Low,Farmer,51,1,0,1,2,0
7143,19,Medium,Salaried,40,1,1,0,8,0
7144,49,Medium,Farmer,91,1,0,0,6,1
7145,41,Medium,Farmer,46,0,1,0,4,0
7146,26,Low,Daily wage,72,0,0,0,4,0
7147,21,High,Self-employed,86,1,0,1,6,1
7148,34,Low,Self-employed,70,0,0,0,9,0
7149,34,Low,Farmer,87,1,0,1,5,0
7150,47,Low,Farmer,42,1,1,1,7,0
7151,57,Medium,Salaried,36,1,0,1,9,0
7152,28,Medium,Daily wage,72,0,1,1,9,1
7153,38,Low,Self-employed,63,1,0,0,8,0
7154,38,Low,Self-employed,70,0,0,0,5,0
7155,35,Medium,Farmer,59,1,0,0,2,0
7156,46,High,Farmer,86,1,1,1,8,1
7157,41,Low,Daily wage,24,0,0,0,1,0
7158,27,Medium,Self-employed,21,0,0,0,4,0
7159,62,Low,Daily wage,42,1,0,0,9,0
7160,34,Medium,Self-employed,70,0,1,0,3,0
7161,35,Low,Farmer,69,1,0,0,1,0
7162,59,Low,Daily wage,35,1,0,1,5,0
7163,37,Medium,Salaried,45,0,1,1,9,0
7164,54,High,Farmer,21,1,0,0,6,0
7165,62,Low,Salaried,34,1,0,1,1,0
7166,35,Low,Salaried,46,1,1,1,2,0
7167,34,Low,Salaried,32,1,0,1,4,0
7168,26,Low,Self-employed,84,1,1,1,8,0
7169,31,Medium,Salaried,74,1,1,0,6,1
7170,46,Low,Self-employed,12,1,1,1,2,0
7171,48,Medium,Daily wage,55,0,0,1,9,1
7172,21,Low,Farmer,66,0,1,1,3,0
7173,35,High,Self-employed,12,1,1,1,6,0
7174,37,Low,Self-employed,49,1,0,0,0,0
7175,64,Low,Daily wage,56,0,0,1,3,0
7176,60,Low,Daily wage,97,1,0,0,0,0
7177,61,Medium,Farmer,27,0,1,0,4,0
7178,26,Low,Daily wage,97,0,1,1,1,0
7179,30,Low,Self-employed,95,0,1,0,8,0
7180,32,Medium,Farmer,86,1,0,0,2,0
7181,44,Medium,Farmer,87,1,1,0,4,0
7182,32,Medium,Farmer,64,0,1,0,7,1
7183,45,Low,Salaried,23,0,0,0,7,0
7184,54,Low,Salaried,66,1,1,1,8,0
7185,36,Medium,Self-employed,80,1,0,0,2,0
7186,43,Low,Salaried,6,0,0,1,2,0
7187,43,Low,Daily wage,73,0,1,1,3,0
7188,42,Low,Farmer,82,0,1,1,5,0
7189,43,High,Self-employed,23,1,1,1,6,0
7190,43,Low,Daily wage,8,1,1,1,0,0
7191,63,Medium,Farmer,14,0,0,1,1,0
7192,45,Low,Daily wage,55,1,0,1,2,0
7193,35,Medium,Salaried,85,1,1,1,0,0
7194,49,Medium,Daily wage,16,0,0,1,2,0
7195,20,Low,Salaried,18,1,0,0,3,0
7196,19,Low,Daily wage,8,1,1,0,5,0
7197,50,Medium,Self-employed,63,0,0,1,4,0
7198,59,Low,Salaried,56,0,1,1,5,0
7199,36,Medium,Salaried,37,1,1,0,8,0
7200,34,Medium,Farmer,82,1,0,1,0,0
7201,61,Low,Salaried,7,0,1,1,2,0
7202,50,Low,Farmer,5,1,0,0,7,0
7203,29,Low,Salaried,48,0,0,1,8,0
7204,20,Medium,Salaried,44,0,0,0,1,0
7205,60,Low,Salaried,20,0,0,1,9,0
7206,43,High,Salaried,92,1,1,1,4,0
7207,52,High,Farmer,33,0,1,1,2,0
7208,25,Low,Self-employed,11,1,0,1,9,0
7209,53,Low,Daily wage,38,0,0,1,1,0
7210,24,Low,Salaried,95,0,1,0,8,0
7211,63,High,Salaried,5,1,1,1,4,0
7212,63,Low,Self-employed,80,0,0,1,8,0
7213,53,Low,Farmer,31,0,1,0,0,0
7214,33,Medium,Daily wage,59,1,0,1,3,0
7215,41,Low,Self-employed,7,1,1,1,0,0
7216,18,Low,Self-employed,37,0,0,1,4,0
7217,42,Low,Self-employed,92,0,1,0,4,0
7218,27,Medium,Self-employed,94,1,1,0,6,1
7219,33,Low,Salaried,18,0,1,1,6,0
7220,33,Low,Daily wage,54,0,0,1,7,0
7221,25,Medium,Salaried,8,0,0,0,5,0
7222,46,Low,Self-employed,51,1,0,1,9,0
7223,56,Medium,Daily wage,27,1,1,0,2,0
7224,45,Low,Self-employed,61,1,0,1,8,0
7225,23,Low,Farmer,47,1,1,0,4,0
7226,33,Low,Self-employed,38,0,0,0,8,0
7227,37,Low,Self-employed,52,1,0,1,4,0
7228,33,Low,Farmer,94,1,0,0,2,0
7229,24,Low,Salaried,62,1,1,1,6,0
7230,58,Low,Daily wage,18,1,0,0,8,0
7231,31,Low,Self-employed,32,0,1,1,0,0
7232,60,Low,Self-employed,63,1,1,0,2,0
7233,43,Low,Farmer,25,1,1,1,6,0
7234,43,Low,Daily wage,44,0,1,0,8,0
7235,31,Medium,Farmer,0,0,0,0,3,0
7236,24,Low,Self-employed,74,1,1,1,4,0
7237,50,Low,Salaried,65,1,1,1,7,0
7238,43,Medium,Salaried,34,1,0,0,3,0
7239,62,Low,Daily wage,76,0,1,0,1,0
7240,37,Low,Self-employed,97,1,1,1,6,0
7241,20,Low,Farmer,97,0,0,0,1,0
7242,21,High,Self-employed,98,0,1,1,5,0
7243,43,Low,Farmer,95,0,0,1,6,0
7244,28,Medium,Farmer,44,0,1,1,7,0
7245,19,Medium,Daily wage,75,1,1,1,4,0
7246,31,Low,Farmer,32,0,0,1,0,0
7247,61,Medium,Daily wage,81,1,1,1,2,0
7248,47,Low,Salaried,68,0,0,0,9,0
7249,29,Low,Daily wage,82,1,1,1,8,0
7250,43,Low,Daily wage,30,1,0,0,5,0
7251,61,Medium,Daily wage,90,1,1,1,4,0
7252,50,Low,Salaried,63,0,0,1,0,0
7253,30,Low,Daily wage,14,0,1,0,3,0
7254,31,Medium,Farmer,45,1,1,1,4,0
7255,41,Medium,Farmer,47,0,0,1,1,0
7256,51,High,Daily wage,67,1,1,1,4,0
7257,61,Low,Farmer,82,0,1,1,2,0
7258,43,Low,Daily wage,84,0,1,0,7,0
7259,38,Low,Salaried,39,0,0,0,9,0
7260,45,Medium,Farmer,0,1,1,0,0,0
7261,53,Low,Daily wage,19,1,1,0,3,0
7262,57,High,Self-employed,21,0,1,0,8,0
7263,19,Low,Salaried,53,1,0,1,0,0
7264,59,Medium,Self-employed,76,0,0,1,5,0
7265,26,Medium,Daily wage,64,1,0,1,5,0
7266,40,Medium,Farmer,14,1,1,0,1,0
7267,32,Low,Daily wage,60,1,1,0,0,0
7268,30,Low,Farmer,78,0,1,0,0,0
7269,40,Low,Daily wage,13,1,0,0,9,0
7270,34,Low,Daily wage,68,0,0,1,4,0
7271,19,Low,Farmer,48,0,1,0,4,0
7272,37,Medium,Farmer,5,0,0,0,9,0
7273,37,Low,Daily wage,40,1,1,1,6,0
7274,63,High,Self-employed,30,1,0,0,8,0
7275,20,Low,Salaried,89,0,0,0,3,0
7276,29,Low,Self-employed,63,1,1,0,3,0
7277,57,Low,Self-employed,88,0,1,0,6,0
7278,19,Medium,Self-employed,50,0,1,1,8,0
7279,53,Low,Self-employed,58,0,0,0,6,0
7280,31,Medium,Farmer,54,1,0,1,7,1
7281,33,Low,Self-employed,48,1,0,1,9,0
7282,36,High,Salaried,39,1,0,0,6,0
7283,51,Low,Farmer,14,0,0,0,8,0
7284,61,Low,Self-employed,69,1,0,1,5,0
7285,63,Medium,Farmer,64,0,1,0,8,1
7286,23,Medium,Self-employed,6,0,0,0,2,0
7287,30,Low,Self-employed,61,1,0,0,3,0
7288,53,Medium,Salaried,53,1,0,0,8,1
7289,39,Low,Farmer,51,0,0,0,1,0
7290,35,Medium,Farmer,50,0,0,0,1,0
7291,29,Low,Daily wage,3,1,1,1,9,0
7292,47,Low,Self-employed,0,1,0,0,7,0
7293,57,Low,Self-employed,65,0,1,1,9,0
7294,24,Medium,Salaried,97,1,1,1,5,0
7295,49,High,Salaried,34,1,0,1,4,0
7296,36,Low,Farmer,76,0,0,0,1,0
7297,23,Medium,Salaried,80,1,1,1,0,0
7298,37,Low,Farmer,9,0,0,1,2,0
7299,44,Medium,Self-employed,66,1,0,1,5,0
7300,60,Low,Self-employed,67,0,0,0,4,0
7301,54,Low,Farmer,88,0,0,1,5,0
7302,24,Low,Salaried,92,1,0,1,6,0
7303,22,Low,Salaried,64,1,1,0,6,0
7304,28,Low,Farmer,50,1,1,0,2,0
7305,32,Medium,Self-employed,29,1,1,1,9,0
7306,20,Low,Farmer,38,0,1,1,7,0
7307,22,High,Salaried,9,1,1,0,7,0
7308,40,Medium,Farmer,92,1,0,0,2,0
7309,54,Low,Self-employed,43,0,0,0,5,0
7310,26,Low,Daily wage,31,0,0,1,8,0
7311,32,Medium,Farmer,43,0,1,0,0,0
7312,20,High,Daily wage,62,1,0,1,1,0
7313,46,High,Farmer,60,0,0,1,1,0
7314,23,Medium,Salaried,64,1,1,0,4,0
7315,34,Low,Salaried,40,0,1,1,5,0
7316,43,Medium,Daily wage,80,1,1,1,2,0
7317,38,Low,Farmer,11,0,0,1,3,0
7318,25,Low,Salaried,1,0,1,0,9,0
7319,38,Medium,Daily wage,72,1,1,0,1,0
7320,28,Medium,Daily wage,75,1,1,1,2,0
7321,55,High,Farmer,59,1,0,0,7,1
7322,25,Low,Salaried,24,0,1,0,4,0
7323,59,Medium,Daily wage,99,1,1,0,1,0
7324,41,Medium,Self-employed,60,0,1,0,9,1
7325,52,Medium,Self-employed,98,1,1,0,9,1
7326,31,Low,Salaried,21,1,1,0,1,0
7327,31,Medium,Salaried,96,0,1,0,3,0
7328,27,Low,Self-employed,55,0,0,1,8,0
7329,29,Medium,Daily wage,20,1,0,0,5,0
7330,55,Medium,Farmer,54,0,1,0,0,0
7331,61,Medium,Daily wage,39,1,0,0,3,0
7332,63,Low,Salaried,50,1,0,0,2,0
7333,51,Low,Salaried,21,1,0,1,0,0
7334,58,Low,Farmer,27,1,1,0,5,0
7335,27,Low,Daily wage,3,1,1,1,9,0
7336,34,High,Farmer,25,1,0,0,0,0
7337,34,Low,Daily wage,86,1,0,0,0,0
7338,20,Low,Daily wage,59,1,0,0,6,0
7339,48,Medium,Self-employed,22,1,0,0,0,0
7340,18,Low,Daily wage,40,1,1,1,2,0
7341,29,Medium,Salaried,57,1,0,0,4,0
7342,56,Low,Salaried,7,0,1,0,2,0
7343,21,Low,Salaried,95,0,0,1,5,0
7344,59,High,Self-employed,50,1,1,1,8,0
7345,30,Low,Farmer,60,1,1,1,1,0
7346,51,Low,Salaried,0,1,1,1,6,0
7347,59,Low,Salaried,29,1,1,1,3,0
7348,38,Low,Farmer,91,0,1,1,5,0
7349,39,Medium,Self-employed,16,0,1,0,9,0
7350,21,Medium,Daily wage,22,0,1,0,9,0
7351,35,Low,Farmer,23,1,0,0,5,0
7352,22,Medium,Daily wage,85,0,1,1,7,1
7353,36,Medium,Daily wage,68,0,0,0,6,1
7354,19,Medium,Daily wage,88,0,0,1,4,0
7355,29,Low,Farmer,51,0,0,0,6,0
7356,34,Medium,Farmer,70,0,0,0,5,0
7357,27,Low,Daily wage,57,1,0,0,4,0
7358,51,Medium,Self-employed,21,0,0,0,8,0
7359,23,High,Self-employed,58,0,0,0,3,0
7360,25,Low,Self-employed,43,0,1,1,6,0
7361,28,Low,Salaried,36,1,0,1,6,0
7362,29,Low,Daily wage,33,0,0,0,2,0
7363,26,Low,Salaried,99,0,0,1,7,0
7364,19,Low,Self-employed,56,1,0,0,8,0
7365,25,Medium,Farmer,56,1,0,0,4,0
7366,28,Low,Self-employed,39,0,0,0,0,0
7367,53,Low,Salaried,19,0,1,1,0,0
7368,27,Low,Salaried,16,0,0,0,4,0
7369,38,Low,Self-employed,51,1,0,1,1,0
7370,37,Low,Daily wage,3,1,0,1,1,0
7371,25,Medium,Farmer,62,0,0,0,5,0
7372,53,Low,Farmer,49,0,0,1,4,0
7373,46,High,Self-employed,81,0,1,0,1,0
7374,59,Low,Daily wage,91,0,0,0,4,0
7375,29,High,Daily wage,49,0,0,1,3,0
7376,31,Low,Self-employed,15,0,1,1,5,0
7377,38,Medium,Farmer,71,0,0,0,0,0
7378,39,Medium,Farmer,60,0,1,1,2,0
7379,38,Medium,Farmer,43,1,1,0,4,0
7380,61,Medium,Daily wage,17,0,1,0,7,0
7381,47,High,Self-employed,49,0,0,1,1,0
7382,56,Medium,Daily wage,92,1,0,0,7,1
7383,37,Medium,Farmer,79,1,1,1,7,1
7384,41,Medium,Daily wage,29,1,1,0,5,0
7385,40,Medium,Farmer,48,0,0,0,4,0
7386,24,Low,Self-employed,97,0,0,0,6,0
7387,26,Low,Farmer,93,0,1,0,5,0
7388,18,Medium,Salaried,20,1,1,1,8,0
7389,43,Low,Salaried,21,0,0,0,1,0
7390,55,Medium,Self-employed,46,0,1,0,5,0
7391,55,Low,Daily wage,24,0,1,1,6,0
7392,61,Low,Daily wage,85,0,1,0,0,0
7393,39,Medium,Daily wage,55,1,1,1,8,1
7394,61,Low,Farmer,63,0,1,0,7,0
7395,27,Low,Salaried,27,0,0,1,4,0
7396,23,Low,Self-employed,32,0,0,0,4,0
7397,34,Low,Daily wage,65,0,0,1,8,0
7398,55,Medium,Daily wage,3,1,0,0,1,0
7399,41,Low,Self-employed,79,0,1,1,5,0
7400,27,Medium,Farmer,11,1,0,1,3,0
7401,25,Low,Daily wage,16,0,1,0,3,0
7402,38,High,Farmer,35,0,0,1,7,0
7403,23,Low,Farmer,15,1,1,0,2,0
7404,38,Low,Farmer,22,1,1,0,7,0
7405,56,Low,Daily wage,71,0,0,1,9,0
7406,41,Low,Daily wage,8,1,1,0,4,0
7407,50,Low,Self-employed,77,0,1,0,1,0
7408,35,Medium,Self-employed,54,0,0,1,4,0
7409,45,Low,Farmer,72,1,0,0,3,0
7410,49,Low,Daily wage,63,0,1,1,8,0
7411,29,Low,Farmer,46,0,0,1,5,0
7412,59,Medium,Self-employed,89,1,1,1,2,0
7413,44,Low,Farmer,99,1,0,1,1,0
7414,27,Low,Salaried,66,0,1,0,6,0
7415,63,Low,Farmer,9,0,0,0,0,0
7416,59,Medium,Daily wage,88,0,0,1,4,0
7417,49,Medium,Farmer,3,1,0,1,4,0
7418,59,Low,Farmer,29,0,1,1,3,0
7419,43,Low,Daily wage,10,0,0,1,2,0
7420,42,Low,Salaried,50,1,0,1,8,0
7421,28,Medium,Daily wage,18,0,1,0,3,0
7422,40,Low,Self-employed,12,1,0,0,8,0
7423,51,Medium,Salaried,56,1,1,1,6,1
7424,57,Low,Salaried,99,0,0,1,8,0
7425,40,Low,Daily wage,2,1,0,0,1,0
7426,46,Low,Farmer,77,0,0,1,1,0
7427,48,Medium,Self-employed,73,0,1,1,7,1
7428,24,Medium,Self-employed,37,1,0,1,8,0
7429,57,High,Salaried,26,1,1,1,1,0
7430,50,Low,Self-employed,87,1,0,0,5,0
7431,38,Low,Salaried,79,0,0,0,5,0
7432,19,Low,Salaried,9,0,1,0,6,0
7433,35,Low,Self-employed,52,1,1,1,4,0
7434,64,Low,Salaried,26,0,0,1,2,0
7435,50,Low,Farmer,6,1,1,1,9,0
7436,54,Low,Salaried,91,0,1,1,2,0
7437,51,Low,Farmer,89,0,0,0,5,0
7438,37,Medium,Farmer,81,0,1,1,0,0
7439,52,Low,Farmer,12,0,1,0,7,0
7440,35,Medium,Self-employed,71,1,0,1,6,1
7441,63,Low,Farmer,90,0,0,0,6,0
7442,41,Medium,Self-employed,59,1,1,1,5,0
7443,25,Low,Daily wage,13,0,1,0,2,0
7444,47,Low,Farmer,43,0,1,0,8,0
7445,61,High,Salaried,69,1,0,1,9,1
7446,27,Low,Daily wage,83,0,1,1,5,0
7447,40,Medium,Daily wage,27,1,0,1,5,0
7448,28,Medium,Farmer,22,0,0,0,5,0
7449,19,Low,Self-employed,11,0,1,1,5,0
7450,43,Medium,Daily wage,23,0,1,0,5,0
7451,53,Medium,Farmer,50,1,1,0,3,0
7452,50,Low,Daily wage,21,0,1,0,1,0
7453,64,Medium,Daily wage,61,1,1,1,0,0
7454,30,Medium,Farmer,25,0,0,1,7,0
7455,57,Low,Salaried,85,1,1,1,4,0
7456,42,Low,Salaried,57,1,1,1,2,0
7457,21,Low,Salaried,70,1,0,0,8,0
7458,59,Medium,Daily wage,14,1,0,1,2,0
7459,36,Medium,Self-employed,93,0,0,0,4,0
7460,35,Medium,Self-employed,67,1,0,1,1,0
7461,54,Low,Daily wage,5,1,0,1,5,0
7462,47,Low,Daily wage,1,0,1,0,8,0
7463,36,Medium,Farmer,30,1,0,1,0,0
7464,40,Low,Self-employed,23,0,0,0,2,0
7465,33,Medium,Daily wage,34,0,0,0,9,0
7466,18,Medium,Salaried,46,0,1,1,0,0
7467,29,Low,Self-employed,30,0,0,1,4,0
7468,41,Low,Daily wage,88,1,1,0,4,0
7469,51,Low,Farmer,71,0,1,1,3,0
7470,25,Medium,Farmer,75,1,1,1,4,0
7471,35,Medium,Self-employed,1,0,1,0,7,0
7472,22,Medium,Salaried,78,1,1,0,7,1
7473,43,Low,Self-employed,58,0,0,0,5,0
7474,47,Low,Daily wage,95,1,1,1,3,0
7475,30,Medium,Salaried,62,0,1,1,3,0
7476,36,Low,Daily wage,74,1,0,1,4,0
7477,46,Medium,Salaried,16,1,0,0,4,0
7478,20,Low,Salaried,53,1,1,1,1,0
7479,43,Low,Daily wage,20,0,0,1,5,0
7480,57,Low,Self-employed,21,1,1,0,6,0
7481,29,Low,Farmer,96,1,0,1,2,0
7482,19,Medium,Salaried,54,1,1,1,9,1
7483,28,Low,Salaried,28,0,1,0,3,0
7484,61,High,Farmer,78,0,1,1,8,1
7485,45,Low,Self-employed,20,1,0,0,3,0
7486,35,Low,Farmer,1,1,0,1,9,0
7487,30,Low,Self-employed,41,1,0,1,6,0
7488,54,Low,Salaried,51,1,0,0,1,0
7489,39,Low,Salaried,37,1,1,1,4,0
7490,29,High,Daily wage,2,0,0,1,5,0
7491,19,Low,Self-employed,24,0,0,0,1,0
7492,54,Low,Farmer,76,0,1,1,0,0
7493,24,Low,Self-employed,87,0,1,0,8,0
7494,43,Low,Self-employed,61,0,0,0,6,0
7495,43,Low,Self-employed,94,0,1,1,7,0
7496,41,High,Self-employed,14,1,0,1,4,0
7497,29,Low,Farmer,69,0,0,1,4,0
7498,33,Low,Daily wage,9,1,0,0,0,0
7499,40,High,Salaried,72,0,1,0,2,0
7500,57,Low,Farmer,68,1,1,0,6,0
7501,26,Low,Farmer,43,1,1,0,9,0
7502,49,Low,Salaried,40,1,1,1,8,0
7503,32,Low,Daily wage,82,1,1,1,7,0
7504,54,Low,Farmer,19,0,0,0,4,0
7505,30,Medium,Salaried,96,0,0,0,2,0
7506,22,Medium,Daily wage,36,1,1,0,8,0
7507,28,Medium,Daily wage,94,1,0,1,3,0
7508,27,Low,Self-employed,38,1,0,1,8,0
7509,30,Medium,Farmer,76,1,1,1,2,0
7510,58,Low,Daily wage,69,0,1,0,6,0
7511,63,Low,Farmer,7,0,1,0,0,0
7512,32,Low,Salaried,42,1,0,0,9,0
7513,59,Low,Farmer,9,1,1,1,4,0
7514,24,High,Daily wage,40,1,0,1,8,0
7515,57,Medium,Salaried,3,1,1,0,8,0
7516,45,Medium,Salaried,77,1,1,0,5,0
7517,49,Medium,Self-employed,3,1,1,1,5,0
7518,52,Medium,Salaried,23,0,1,0,2,0
7519,32,Low,Daily wage,20,1,1,1,8,0
7520,53,Low,Self-employed,9,1,0,0,0,0
7521,38,Medium,Daily wage,45,1,0,0,6,0
7522,23,Low,Daily wage,88,1,1,0,2,0
7523,18,High,Self-employed,69,1,1,1,1,0
7524,21,Low,Self-employed,79,1,0,1,4,0
7525,28,Low,Farmer,43,1,1,0,4,0
7526,61,Low,Daily wage,91,0,1,0,1,0
7527,43,Medium,Farmer,99,1,0,1,7,1
7528,54,Low,Salaried,32,0,0,1,1,0
7529,40,Medium,Salaried,93,1,0,0,7,1
7530,46,Low,Farmer,35,0,0,1,5,0
7531,38,Medium,Self-employed,24,0,0,0,9,0
7532,62,Low,Salaried,12,0,1,0,3,0
7533,62,Low,Self-employed,38,0,0,1,2,0
7534,44,Low,Farmer,78,1,0,1,8,0
7535,56,Low,Self-employed,37,0,0,1,5,0
7536,57,Low,Daily wage,29,1,0,0,4,0
7537,30,Medium,Salaried,13,1,0,1,9,0
7538,40,Low,Self-employed,49,1,1,0,2,0
7539,33,Low,Self-employed,67,1,1,1,2,0
7540,47,Low,Daily wage,0,0,0,1,5,0
7541,21,Low,Self-employed,60,1,1,0,9,0
7542,57,Low,Farmer,2,0,1,0,3,0
7543,33,Low,Farmer,49,0,1,0,3,0
7544,48,Low,Farmer,60,1,1,0,7,0
7545,59,Low,Salaried,35,1,1,0,1,0
7546,42,Low,Self-employed,3,0,0,0,5,0
7547,61,Medium,Salaried,42,0,1,1,8,0
7548,29,Low,Salaried,13,0,0,1,2,0
